nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,pmid
NCT04301869,,2020-03-06,,,2020-03-06,2020-03-06,2020-03-10,Actual,,,,,,,2020-03-06,2020-03-10,Actual,May 2020,Anticipated,2020-05-31,March 2020,2020-03-31,December 2021,Anticipated,2021-12-31,December 2021,Anticipated,2021-12-31,,Interventional,,,Oral Versus Intravenous Antibiotics for the Treatment of Pleural Space Infection: a Randomized Controlled Pilot Trial,Oral Versus Intravenous Antibiotics for the Treatment of Pleural Space Infection: a Randomized Controlled Pilot Trial,Unknown status,Not yet recruiting,Not Applicable,40,Anticipated,St. Joseph's Healthcare Hamilton,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,2022-06-11 18:56:20,2022-06-11 18:56:20,,,,,,
NCT05016076,,2021-08-07,,,2022-05-17,2021-08-15,2021-08-23,Actual,,,,,,,2022-05-17,2022-05-24,Actual,May 2022,Anticipated,2022-05-31,May 2022,2022-05-31,August 2023,Anticipated,2023-08-31,August 2023,Anticipated,2023-08-31,,Interventional,,,Multi-Strategy Intervention for Anesthesia Care of Obese Patients A Factorial Randomized Controlled Trial,The Multi-Strategy Intervention to Enhance Quality of Anesthesia Care for Obese Patients: A Factorial Randomized Controlled Trial,Withdrawn,,Not Applicable,0,Actual,Taipei Medical University Shuang Ho Hospital,,11,,COVID outbreak in the community,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-11 17:23:48,2022-06-11 17:23:48,,,,,,
NCT03667937,,2018-05-24,,,2020-03-23,2018-09-10,2018-09-12,Actual,,,,,,,2020-03-23,2020-03-25,Actual,"May 15, 2019",Actual,2019-05-15,March 2020,2020-03-31,"April 30, 2021",Anticipated,2021-04-30,"December 30, 2020",Anticipated,2020-12-30,,Interventional,CUCO-UV,,Effectiveness of a Hydrophobic Dressing for Microorganisms' Colonization and Infection Control of Vascular Ulcers,"Effectiveness of a Hydrophobic Dressing for Microorganisms' Colonization and Infection Control of Vascular Ulcers: An Open, Controlled, Randomized Study, With Blinded Endpoint (PROBE Trial): CUCO-UV Study",Unknown status,Recruiting,Phase 4,204,Anticipated,University of Malaga,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,2022-06-22 9:25:22,2022-06-22 9:25:22,,,,,,
NCT04268745,,2020-01-24,,,2022-05-23,2020-02-12,2020-02-13,Actual,,,,,,,2022-05-23,2022-05-24,Actual,"August 21, 2019",Actual,2019-08-21,May 2022,2022-05-31,"May 23, 2022",Actual,2022-05-23,"April 15, 2022",Actual,2022-04-15,,Interventional,,,Virtual Environments for Vestibular Rehabilitation,Vestibular Rehabilitation Utilizing Virtual Environments to Train Sensory Integration for Postural Control in a Functional Context,Completed,,Not Applicable,31,Actual,New York University,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-11 17:27:41,2022-06-11 17:27:41,,,,,,
NCT03664908,,2018-07-23,,,2020-06-11,2018-09-06,2018-09-11,Actual,,,,,,,2020-06-11,2020-06-12,Actual,"September 1, 2018",Actual,2018-09-01,June 2020,2020-06-30,"May 4, 2019",Actual,2019-05-04,"April 4, 2019",Actual,2019-04-04,,Interventional,GOODLUPUS,,Detection of Anti-glomerular Basement Membrane Antibodies (Anti-GBM): a Promising Biomarker for Lupus Nephritis (LN)?,Detection of Anti-glomerular Basement Membrane Antibodies (Anti-GBM): a Promising Biomarker for Lupus Nephritis (LN) Screening in Systemic Lupus Erythematosus (SLE) Patients?,Completed,,Not Applicable,100,Actual,CHU de Reims,,3,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,,,2022-06-22 9:28:22,2022-06-22 9:28:22,,,,,,
NCT03663998,,2018-09-04,,,2021-01-26,2018-09-06,2018-09-10,Actual,,,,,,,2021-01-26,2021-01-27,Actual,"August 15, 2015",Actual,2015-08-15,January 2021,2021-01-31,"April 10, 2018",Actual,2018-04-10,"May 10, 2017",Actual,2017-05-10,,Interventional,DNAVAC001,,Optimising DNA Vaccinations in Healthy Volunteers,DNAVAC 001: A Phase 1 Open-labelled Trial to Optimise DNA Vaccination for Antibody Induction,Completed,,Phase 1,36,Actual,Imperial College London,,9,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,18 Months from when the clinical trial officially closed,Directly from the PI of the clinical trial,,Yes,"Any publications based on the results of the Clinical Trial and originating from IC or the Investigators will be submitted for review to Ichor Medical Systems, Profectus Biosciences , UK HIV Vaccine Consortium (UK HVC) and Bill and Melinda Gates Foundation (BMGF), and will require their acceptance for further publications, according to the DNAVAC agreement",2022-06-22 9:29:15,2022-06-22 9:29:15,,,,,,
NCT04584840,,2020-09-28,,,2021-02-12,2020-10-12,2020-10-14,Actual,,,,,,,2021-02-12,2021-02-16,Actual,"November 1, 2020",Actual,2020-11-01,February 2021,2021-02-28,"January 15, 2024",Anticipated,2024-01-15,"October 1, 2023",Anticipated,2023-10-01,,Interventional,,,"Initial Management of MRONJ Stages I and II, a Clinical Trial With Detection of Salivary Biomarkers","Conservative Versus Surgical Treatment for Medication Related Osteonecrosis of the Jaws (MRONJ) Stages I and II, a Quasi-experimental Clinical Trial With Discovery of Salivary Biomarkers",Recruiting,,Not Applicable,50,Anticipated,Fundació d'investigació Sanitària de les Illes Balears,,2,,,FALSE,,,,,FALSE,FALSE,,,,,,6 months after publication,IPD sharing subjected to prior authorization of the research group,,Yes,All IPD that underlie results in a publication,2022-06-25 15:27:40,2022-06-25 15:27:40,OTHER_GOV,,,,,30642734
NCT04430608,,2020-05-26,,,2020-06-11,2020-06-11,2020-06-12,Actual,,,,,,,2020-06-11,2020-06-12,Actual,"May 25, 2020",Actual,2020-05-25,May 2020,2020-05-31,"May 25, 2021",Anticipated,2021-05-25,"April 25, 2021",Anticipated,2021-04-25,,Interventional,CGM-ISO,,Remote Continues Glucose Monitoring During the COVID-19 Pandemic in Quarantined Hospitalized Patients,Remote Glucose Monitoring of Patients With Diabetes Quarantined During the COVID-19 Pandemic - a Hospital-Based Randomized Controlled Trial of the Effect of Remote Continuous Glucose Monitoring Compared to Usual Glucose Monitoring,Unknown status,Recruiting,Not Applicable,72,Anticipated,Nordsjaellands Hospital,,2,,,FALSE,,,,TRUE,FALSE,TRUE,,,TRUE,,,,,,No,"Undecided, will be updated",2022-06-11 17:42:46,2022-06-11 17:42:46,,,,,,34524009
NCT04429711,,2020-05-24,,,2020-06-14,2020-06-11,2020-06-12,Actual,,,,,,,2020-06-14,2020-06-16,Actual,"May 12, 2020",Actual,2020-05-12,June 2020,2020-06-30,"October 31, 2020",Anticipated,2020-10-31,"September 30, 2020",Anticipated,2020-09-30,,Interventional,,,Ivermectin vs. Placebo for the Treatment of Patients With Mild to Moderate COVID-19,"Ivermectin vs. Placebo for the Treatment of Patients With Mild to Moderate COVID-19 to Prevent Progression to Severe Infection and to Decrease Viral Shedding - A Double Blind , Randomized Controlled Trial",Unknown status,Recruiting,Not Applicable,100,Anticipated,Sheba Medical Center,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,,,2022-06-11 17:43:14,2022-06-11 17:43:14,,,,,,
NCT04420338,,2020-06-05,,,2020-06-15,2020-06-05,2020-06-09,Actual,,,,,,,2020-06-15,2020-06-17,Actual,"June 5, 2020",Actual,2020-06-05,June 2020,2020-06-30,"December 15, 2020",Anticipated,2020-12-15,"December 15, 2020",Anticipated,2020-12-15,,Interventional,SeroCOVIDial,,"SeroCOVIDial Study: Assessment of COVID-19 Seroconversion in Patients on Chronic Hemodialysis and in Their Caregivers, a Cohort Study","SeroCOVIDial Study: Assessment of SARS-COV2 Seroconversion in Patients on Chronic Hemodialysis and in Their Caregivers, a Cohort Study",Unknown status,Recruiting,Not Applicable,800,Anticipated,Assistance Publique Hopitaux De Marseille,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-11 17:48:47,2022-06-11 17:48:47,,,,,,
NCT04577612,,2020-09-30,,,2021-06-01,2020-09-30,2020-10-08,Actual,,,,,,,2021-06-01,2021-06-03,Actual,"September 1, 2020",Actual,2020-09-01,June 2021,2021-06-30,"May 25, 2021",Actual,2021-05-25,"May 15, 2021",Actual,2021-05-15,,Interventional,,,A Randomized Controlled Test of the Effects of CHI-554 on Fear.,A Randomized Controlled Test of the Effects of CHI-554 on Fear (F-01),Completed,,Phase 2,84,Actual,Canopy Growth Corporation,,4,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,2022-06-25 15:32:38,2022-06-25 15:32:38,INDUSTRY,,,,,
NCT04576234,,2020-08-29,,,2020-09-29,2020-09-29,2020-10-06,Actual,,,,,,,2020-09-29,2020-10-06,Actual,"September 30, 2020",Anticipated,2020-09-30,September 2020,2020-09-30,"December 30, 2020",Anticipated,2020-12-30,"December 1, 2020",Anticipated,2020-12-01,,Interventional,,,Comparative Study Between Two Routes of Enteral Feeding,Comparative Study Between the Effect of Intermittent Enteral Feeding by Syringe Pump and Hospital Blended Enteral Feeding by Feeding Bag on Complications and Nutritional Status Among ICU Patients.,Not yet recruiting,,Not Applicable,60,Anticipated,Assiut University,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,FALSE,,,,,,No,,2022-06-25 15:33:35,2022-06-25 15:33:35,OTHER,,,,,
NCT04413838,,2020-06-02,,,2020-06-02,2020-06-02,2020-06-04,Actual,,,,,,,2020-06-02,2020-06-04,Actual,"June 15, 2020",Anticipated,2020-06-15,May 2020,2020-05-31,"September 15, 2021",Anticipated,2021-09-15,"June 15, 2021",Anticipated,2021-06-15,,Interventional,NIVISCO,,Efficiency and Security of NIVOLUMAB Therapy in Obese Individuals With COVID-19(COrona VIrus Disease) Infection,"Study of the Efficiency and Security of NIVOLUMAB Therapy, Used in Immuno-stimulation, in Hospitalized Obese Individuals at Risk to Evolve Towards Severe Forms of COVID-19 Infection. Multicentric, Paralleled, Randomized, Controlled Trial",Unknown status,Not yet recruiting,Phase 2,120,Anticipated,Hospices Civils de Lyon,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-11 17:52:16,2022-06-11 17:52:16,,,,,,
NCT04403048,,2020-05-15,,,2020-05-23,2020-05-23,2020-05-27,Actual,,,,,,,2020-05-23,2020-05-27,Actual,October 2020,Anticipated,2020-10-31,May 2020,2020-05-31,April 2024,Anticipated,2024-04-30,April 2022,Anticipated,2022-04-30,,Interventional,PRO-DAVID,,Drug Coated Balloon for Side Branch Treatment vs. Conventional Approach in True Bifurcation Coronary Disease: PRO-DAVID,"Rationale and Design of a Prospective, Open Label, Randomized, Multicentric Clinical Trial: Drug Coated Balloon for Side Branch Treatment vs. Conventional Approach in True Bifurcation Coronary Disease: PRO-DAVID",Not yet recruiting,,Not Applicable,800,Anticipated,Clinical Hospital Center Rijeka,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Yes,,2022-06-11 17:59:03,2022-06-11 17:59:03,,,,,,6229173
NCT04571918,,2020-06-29,,,2020-09-25,2020-09-25,2020-10-01,Actual,,,,,,,2020-09-25,2020-10-01,Actual,"November 1, 2020",Anticipated,2020-11-01,September 2020,2020-09-30,"September 1, 2029",Anticipated,2029-09-01,"September 1, 2022",Anticipated,2022-09-01,,Interventional,AMRIS,,Arthroscopic Treatment of Massive Rotator Cuff Tears With Debridement and Biodegradable Spacer.,Arthroscopic Treatment of Massive Rotator Cuff Tears With Debridement and or Biodegradable Spacer: a Prospective Randomized Clinical Trial.,Recruiting,,Not Applicable,50,Anticipated,Oslo University Hospital,,2,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,No,"To ensure anonymization of participants, there is no plan to share individual data.",2022-06-25 15:36:49,2022-06-25 15:36:49,OTHER,,,,,
NCT04400279,,2020-05-21,,,2021-01-08,2020-05-21,2020-05-22,Actual,,,,,,,2021-01-08,2021-01-11,Actual,"June 1, 2020",Actual,2020-06-01,January 2021,2021-01-31,"November 28, 2020",Actual,2020-11-28,"November 28, 2020",Actual,2020-11-28,,Interventional,COPE,,The COVID-19 Pandemic and Exercise Study,COvid-19 Pandemic and Exercise (COPE) Trial: A Randomized Study Examining Physical Activities and Wellbeing in Individuals Mandated to Stay at Home,Completed,,Not Applicable,334,Actual,University of British Columbia,,4,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,"4 months following trial's end, materials will be made available. following publication, all data will be made available.",Investigators whose proposed use of the data has been approved by an independent review committee identified for the purpose for the purpose of meta-analyses and to achieve aims in the approved proposal. Investigators of the study need to approve the proposals. Proposals should be directed to eli.puterman@Ubc.ca,https://osf.io/g9xqp,Yes,"All of the individual participant data collected during the trial, after de-identification upon request and cleared for approval by principal investigator.

All of the protocols, statistical analysis plan, informed consent form, analytic code.",2022-06-11 18:00:34,2022-06-11 18:00:34,,,,,,
NCT04398693,,2019-10-06,,,2021-02-24,2020-05-18,2020-05-21,Actual,,,,,,,2021-02-24,2021-02-25,Actual,"February 1, 2019",Actual,2019-02-01,February 2021,2021-02-28,January 2022,Anticipated,2022-01-31,June 2021,Anticipated,2021-06-30,,Interventional,VALORIS,,Evaluation of Intestinal Microbiota Manipulation to Treat Resistant Hypertension,Evaluation of Intestinal Microbiota Manipulation to Treat Resistant Hypertension,Recruiting,,Not Applicable,120,Anticipated,Hospital de Base,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,No,,2022-06-11 18:01:20,2022-06-11 18:01:20,,,,,,
NCT04397055,,2020-04-30,,,2021-09-28,2020-05-16,2020-05-21,Actual,,,,,,,2021-09-28,2021-09-30,Actual,"May 14, 2018",Actual,2018-05-14,September 2021,2021-09-30,"June 8, 2021",Actual,2021-06-08,"June 8, 2021",Actual,2021-06-08,,Interventional,,,Oil Consumption and Cholesterol,Comparison of Blood Lipids From Diets Enriched With Cottonseed Oil Versus Olive Oil in Adults With High Cholesterol,Completed,,Not Applicable,87,Actual,University of Georgia,,2,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,No,The plan is to share group averages through publication,2022-06-11 18:02:27,2022-06-11 18:02:27,,,,,,35511204
NCT04567069,,2020-09-23,,,2020-09-25,2020-09-25,2020-09-28,Actual,,,,,,,2020-09-25,2020-09-28,Actual,September 2020,Anticipated,2020-09-30,September 2020,2020-09-30,June 2022,Anticipated,2022-06-30,December 2021,Anticipated,2021-12-31,,Interventional,,,Safety and Efficacy Study for MG-7-DC Vaccine in Gastric Cancer Treatment,Phase I/II Study of DC Vaccine Targeting MG-7 Antigen to Treat Gastric Cancer,Recruiting,,Phase 1/Phase 2,45,Anticipated,The Second Hospital of Shandong University,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,2022-06-25 15:39:51,2022-06-25 15:39:51,OTHER,,,,,
NCT04392115,,2020-05-15,,,2020-05-15,2020-05-15,2020-05-18,Actual,,,,,,,2020-05-15,2020-05-18,Actual,"June 15, 2020",Anticipated,2020-06-15,May 2020,2020-05-31,"September 15, 2021",Anticipated,2021-09-15,"December 15, 2020",Anticipated,2020-12-15,,Interventional,,,The PREPARE for COVID Trial,PRomoting Exercise During the Pandemic to Increase Activity and Reduce Effects of Social Isolation for COVID: The PREPARE for COVID Trial,Unknown status,Not yet recruiting,Not Applicable,372,Anticipated,Ottawa Hospital Research Institute,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,2022-06-11 18:05:23,2022-06-11 18:05:23,,,,,,
NCT04386291,,2020-05-11,,,2021-05-27,2020-05-11,2020-05-13,Actual,,,,,,,2021-05-27,2021-06-01,Actual,"May 25, 2020",Actual,2020-05-25,May 2021,2021-05-31,"January 30, 2022",Anticipated,2022-01-30,"April 19, 2021",Actual,2021-04-19,,Interventional,,,Meditation and Kundalini Yoga for Heightened Anxiety Related to COVID-19,Meditation and Yoga for Heightened Anxiety Related to COVID-19,"Active, not recruiting",,Not Applicable,360,Anticipated,"Research Foundation for Mental Hygiene, Inc.",,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-11 18:08:55,2022-06-11 18:08:55,,,,,,32140427
NCT04384458,,2020-05-08,,,2020-10-05,2020-05-09,2020-05-12,Actual,,,,,,,2020-10-05,2020-10-06,Actual,"July 20, 2020",Actual,2020-07-20,October 2020,2020-10-31,April 2021,Anticipated,2021-04-30,"September 10, 2020",Actual,2020-09-10,,Interventional,,,Comparative Study of Hydroxychloroquine and Ivermectin in COVID-19 Prophylaxis,Comparative Study of Hydroxychloroquine and Ivermectin in COVID-19 Prophylaxis,Recruiting,,Not Applicable,400,Anticipated,Nucleo De Pesquisa E Desenvolvimento De Medicamentos Da Universidade Federal Do Ceara,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,2022-06-11 18:10:07,2022-06-11 18:10:07,,,,,,
NCT04381546,,2018-05-16,,,2020-05-05,2020-05-05,2020-05-11,Actual,,,,,,,2020-05-05,2020-05-11,Actual,"April 26, 2018",Actual,2018-04-26,May 2020,2020-05-31,"June 30, 2019",Actual,2019-06-30,"April 30, 2019",Actual,2019-04-30,,Interventional,GONIOSEF,,FES-induced Muscular Control of the Knee on Balance and Gait Retraining After a Stroke or a Cerebral Injury,Projet GonioSEF: Etude de faisabilité d'un Dispositif d'amélioration du défaut de Report d'Appui Pendant la Marche en Phase Portante Chez Des Sujets présentant Une Atteinte du système Nerveux Central,Completed,,Not Applicable,11,Actual,Centre de Rééducation et Réadaptation Fonctionnelle La Châtaigneraie,,1,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,2022-06-11 18:11:37,2022-06-11 18:11:37,,,,,,
NCT04377802,,2020-05-04,,,2020-05-05,2020-05-05,2020-05-06,Actual,,,,,,,2020-05-05,2020-05-06,Actual,"May 17, 2020",Anticipated,2020-05-17,May 2020,2020-05-31,"December 30, 2020",Anticipated,2020-12-30,"November 16, 2020",Anticipated,2020-11-16,,Interventional,,,Safe Return to Regular Clinical Operation After COVID-19 Pandemic,"Safe Return to Regular Clinical Operation After COVID-19 Pandemic; (Oncology Center, Prospective Cohort)",Unknown status,Not yet recruiting,Not Applicable,400,Anticipated,King Fahad Specialist Hospital Dammam,,,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-11 18:13:37,2022-06-11 18:13:37,,,,,,
NCT04374825,,2020-04-29,,,2021-08-31,2020-05-01,2020-05-05,Actual,,,,,,,2021-08-31,2021-09-02,Actual,"April 24, 2019",Actual,2019-04-24,August 2021,2021-08-31,"March 8, 2021",Actual,2021-03-08,"March 8, 2021",Actual,2021-03-08,,Interventional,,,Optimizing Quality of Life in Women Living With Metastatic Breast Cancer,"Optimizing Quality of Life in Women Living With Metastatic Breast Cancer: Feasibility and Preliminary Efficacy of a Tailored, eHealth Supportive Oncology Intervention",Completed,,Not Applicable,31,Actual,Northwestern University,,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,2022-06-11 18:15:35,2022-06-11 18:15:35,,,,,,
NCT04371614,,2020-04-28,,,2020-04-30,2020-04-30,2020-05-01,Actual,,,,,,,2020-04-30,2020-05-01,Actual,"July 14, 2016",Actual,2016-07-14,April 2020,2020-04-30,"February 28, 2022",Anticipated,2022-02-28,"December 20, 2021",Anticipated,2021-12-20,,Interventional,PTSC-RCT,,PTSC: Improving Hypertension Control Among Poor Midlife African American Women,PTSC: Improving Hypertension Control Among Poor Midlife African American Women,Unknown status,Recruiting,Not Applicable,600,Anticipated,Johns Hopkins Bloomberg School of Public Health,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-11 18:17:16,2022-06-11 18:17:16,,,,,,33781228
NCT04371146,,2020-04-26,,,2020-04-29,2020-04-29,2020-05-01,Actual,,,,,,,2020-04-29,2020-05-01,Actual,"July 3, 2019",Actual,2019-07-03,April 2020,2020-04-30,"February 13, 2020",Actual,2020-02-13,"February 13, 2020",Actual,2020-02-13,,Interventional,,,The Role of Dopaminergic and Noradrenergic Neurotransmission in Value- and Salience-based Decision-Making,The Role of Dopaminergic and Noradrenergic Neurotransmission in Value- and Salience-based Decision-Making,Completed,,Not Applicable,120,Actual,University of Zurich,,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,2022-06-11 18:17:39,2022-06-11 18:17:39,,,,,,
NCT04368520,,2020-03-26,,,2020-04-27,2020-04-27,2020-04-29,Actual,,,,,,,2020-04-27,2020-04-29,Actual,June 2020,Anticipated,2020-06-30,March 2020,2020-03-31,May 2022,Anticipated,2022-05-31,April 2022,Anticipated,2022-04-30,,Interventional,,,Clinical Trial to Optimise Levels of Vitamin D for Rhinovirus Protection,Clinical Trial to Optimise Levels of Vitamin D for Rhinovirus Protection (COLD),Unknown status,Not yet recruiting,Phase 2,195,Anticipated,Queen Mary University of London,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,2 years after completion of the trial,,,Yes,De-identified IPD will be shared with other researchers subject to terms of Data Transfer Agreement and IRB approval,2022-06-11 18:18:53,2022-06-11 18:18:53,,,,,,
NCT04367168,,2020-04-24,,,2020-05-26,2020-04-27,2020-04-29,Actual,,,,,,,2020-05-26,2020-05-28,Actual,"May 27, 2020",Actual,2020-05-27,April 2020,2020-04-30,"April 27, 2021",Anticipated,2021-04-27,"April 27, 2021",Anticipated,2021-04-27,,Interventional,ColchiVID,,Colchicine Twice Daily During 10 Days as an Option for the Treatment of Symptoms Induced by Inflammation in Patients With Mild and Severe Coronavirus Disease,"Double-blind, Placebo-controlled Clinical Trial of the Use of Colchicine for the Management of Patients With Mild and Severe SARS-Cov2 Infection",Unknown status,Recruiting,Phase 2,174,Anticipated,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,FALSE,,,6 months after publication of the clinical trial,Reviewers of scientific journals and researchers who contact the principal researcher by e-mail,,Yes,All IPD that underlie results in a publication,2022-06-11 18:19:47,2022-06-11 18:19:47,,,,,,34755269
NCT04361435,,2020-04-12,,,2020-04-25,2020-04-22,2020-04-24,Actual,,,,,,,2020-04-25,2020-04-28,Actual,"May 1, 2020",Anticipated,2020-05-01,April 2020,2020-04-30,"December 31, 2020",Anticipated,2020-12-31,"July 31, 2020",Anticipated,2020-07-31,,Interventional,,,Lung Recruitment Device for COVID-19,Comparison of Two Methods to Airway Clearance in Patients Admitted to Intensive Care Unit for COVID-19: A Pilot Corssover Randomized Controlled Trial,Unknown status,Not yet recruiting,Not Applicable,50,Anticipated,St. Justine's Hospital,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,All the study documents will be shared only among the two sites. The summarized cleaned data will be shared with the co-investigators in both study sites.,2022-06-11 18:22:55,2022-06-11 18:22:55,,,,,,32620174
NCT04359901,,2020-04-20,,,2021-03-05,2020-04-20,2020-04-24,Actual,,,,,,,2021-03-05,2021-03-08,Actual,"April 10, 2020",Actual,2020-04-10,March 2021,2021-03-31,April 2023,Anticipated,2023-04-30,April 2022,Anticipated,2022-04-30,,Interventional,,,Sarilumab for Patients With Moderate COVID-19 Disease,Sarilumab for Patients With Moderate COVID-19 Disease: A Randomized Controlled Trial With a Play-The-Winner Design,"Active, not recruiting",,Phase 2,50,Actual,VA Boston Healthcare System,,2,,,FALSE,,,,TRUE,TRUE,FALSE,,,FALSE,,,Within one year of primary publication.,"Consistent with VA Privacy, Regulatory and IT requirements and VHA Handbook 1200.12",,Yes,"Digital data underlying primary scientific publications will be held as part of a data sharing resource. Study data held for this purpose may include data, data content, format, and organization. The data may contain but are not limited to individually identifiable information, other PHI, and study codes. The data may be available to the public and other VA and non-VA researchers under certain conditions and consistent with the informed consent and CSP policy that prioritize protecting participants' privacy and confidentiality to the fullest extent possible. A detailed plan will be developed in accordance with current technology, infrastructure, best practices, and policies and procedures in place at the time of oversight committee reviews (e.g., Privacy Board, Information Security, and Information Technology standards). The plan will include how data will be discovered, retrieved, analyzed, and managed and will note the materials that are available in machine-readable formats.",2022-06-11 18:23:41,2022-06-11 18:23:41,,,,,,35213547
NCT04345016,,2020-04-07,,,2020-04-09,2020-04-09,2020-04-14,Actual,,,,,,,2020-04-09,2020-04-14,Actual,"April 13, 2017",Actual,2017-04-13,April 2020,2020-04-30,"November 30, 2019",Actual,2019-11-30,"November 30, 2019",Actual,2019-11-30,,Interventional,,,Impact of Remote Foot Temperature Monitoring,Remote Monitoring of Healed Diabetic Foot Ulcers With Podimetrics Temperature Monitoring System for Prevention of Diabetic Foot Ulcers,Completed,,Not Applicable,79,Actual,"Podimetrics, Inc.",,1,,,FALSE,,,,FALSE,FALSE,TRUE,,,FALSE,,,Data will be available beginning after peer review and publication.,"Data may be used for research purposes only. No commercial use permitted. It is available upon reasonable request of the Study Official (Adam Isaac, DPM) contingent upon approval by Kaiser Permanente Mid-Atlantic Permanente Research Institute.",,Yes,"Data will be available upon reasonable request for research purposes by request to the Study Official (Adam Isaac, DPM) contingent upon approval by Kaiser Permanente Mid-Atlantic Permanente Research Institute.",2022-06-11 18:32:41,2022-06-11 18:32:41,,,,,,33055233
NCT04338750,,2020-04-02,,,2020-04-06,2020-04-06,2020-04-08,Actual,,,,,,,2020-04-06,2020-04-08,Actual,"March 24, 2020",Actual,2020-03-24,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,April 2021,Anticipated,2021-04-30,,Interventional,TACTICs,,Telephone Acceptance and Commitment Therapy Intervention for Caregivers of Adults With Alzheimer's Disease and Related Dementias: A Pilot Randomized Controlled Trial,Telephone Acceptance and Commitment Therapy Intervention for Caregivers of Adults With Alzheimer's Disease and Related Dementias (TACTICs): A Pilot Randomized Controlled Trial,Unknown status,Recruiting,Phase 2,50,Anticipated,Indiana University,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Yes,"In future manuscripts, the authors will list contact information and state that IPD is available upon request.",2022-06-11 18:35:56,2022-06-11 18:35:56,,,,,,
NCT04337918,,2020-04-06,,,2021-02-08,2020-04-06,2020-04-08,Actual,,,,,,,2021-02-08,2021-02-10,Actual,"May 8, 2020",Actual,2020-05-08,February 2021,2021-02-28,"February 2, 2021",Actual,2021-02-02,"January 31, 2021",Actual,2021-01-31,,Interventional,NOCOVID,,Nitric Oxide Releasing Solutions to Prevent and Treat Mild/Moderate COVID-19 Infection,"Multi-Center, Randomized, Controlled, Phase II Clinical Efficacy Study Evaluating Nitric Oxide Releasing Solution Treatment for the Prevention and Treatment of COVID-19 in Healthcare Workers and Individuals at Risk of Infection",Completed,,Phase 2,143,Actual,Sanotize Research and Development corp.,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-11 18:36:34,2022-06-11 18:36:34,,,,,,9573217
