,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed
3933,NCT05254301,,2022-02-19,,,2022-05-17,2022-02-23,2022-02-24,Actual,,,,,,,2022-05-17,2022-05-24,Actual,"April 24, 2022",Actual,2022-04-24,May 2022,2022-05-31,March 2024,Anticipated,2024-03-31,March 2024,Anticipated,2024-03-31,,Interventional,UNLOCK,,Nutrition and LOComotoric Rehabilitation in Long COVID-19,Faster Functional Performance Recovery After Individualized Nutrition Therapy Combined With a Patient-tailored Physical Rehabilitation Program Versus Standard Physiotherapy in Patients With Long COVID: a Pilot Study.,Recruiting,,Not Applicable,66,Anticipated,Universitair Ziekenhuis Brussel,,2.0,,,False,,,,True,False,False,,,,,,,,,,,2023-04-10 01:22:00.775970,2023-04-10 01:22:00.775970,OTHER,,,,,
3934,NCT03372265,,2017-12-10,,,2019-09-14,2017-12-12,2017-12-13,Actual,,,,,,,2019-09-14,2019-09-17,Actual,"December 6, 2017",Actual,2017-12-06,September 2019,2019-09-30,"April 1, 2019",Actual,2019-04-01,"February 1, 2019",Actual,2019-02-01,,Interventional,API-KNEE,,Catheter-based Peripheral Regional Anesthesia After Total Knee Arthroplasty,"Catheter-based Peripheral Regional Anesthesia After Total Knee Arthroplasty: Comparison of Low Dose, Automated Periodic Infusions With Conventional High Dose, Continuous Infusion and Patient-initiated Infusions Only",Completed,,Phase 4,111,Actual,Nordsjaellands Hospital,,3.0,,,False,,,,True,False,False,,,,,,,,,Undecided,,2023-04-10 02:28:58.060087,2023-04-10 02:28:58.060087,OTHER,,,,,
3935,NCT01558063,,2012-03-16,2019-04-11,,2019-12-03,2012-03-19,2012-03-20,Estimate,2019-06-26,2019-07-16,Actual,,,,2019-12-03,2019-12-10,Actual,February 2012,,2012-02-29,December 2019,2019-12-31,October 2019,Actual,2019-10-31,May 2015,Actual,2015-05-31,,Interventional,,,Ketamine in the Treatment of Depression,The Antidepressant Action of Ketamine: Brain Chemistry,Completed,,Phase 2,38,Actual,Columbia University,,6.0,,,False,,,,True,,,,,,,,,,,No,,2023-04-06 14:25:29.188964,2023-04-06 14:25:29.188964,OTHER,,,,,
3936,NCT04788862,,2021-02-25,,,2022-08-31,2021-03-04,2021-03-09,Actual,,,,,,,2022-08-31,2022-09-06,Actual,"July 26, 2022",Actual,2022-07-26,August 2022,2022-08-31,"January 27, 2023",Anticipated,2023-01-27,"January 27, 2023",Anticipated,2023-01-27,,Interventional,,,A Study of Blood-stage Controlled Human Plasmodium Falciparum Malaria Infection in Tanzania,Open Label Trial to Establish a Blood-stage Controlled Human Malaria Infection Model and Determine Its Safety in Healthy Tanzanian Adults With Varying Prior Exposure to P. Falciparum,Recruiting,,Not Applicable,12,Anticipated,University of Oxford,,2.0,,,False,,,,True,False,False,,,,,,,,,,,2023-04-10 01:23:07.958234,2023-04-10 01:23:07.958234,OTHER,,,,,
3937,NCT03289923,,2017-09-20,,,2023-02-18,2017-09-20,2017-09-21,Actual,,,,,,,2023-02-18,2023-02-21,Actual,"May 17, 2018",Actual,2018-05-17,"December 28, 2022",2022-12-28,"March 1, 2029",Anticipated,2029-03-01,"March 1, 2029",Anticipated,2029-03-01,,Interventional,,,Concurrent fMRI-guided rTMS and Cognitive Therapy for the Treatment of Major Depressive Episodes,Concurrent fMRI-guided rTMS and Cognitive Therapy for the Treatment of Major Depressive Episodes,Recruiting,,Not Applicable,50,Anticipated,National Institutes of Health Clinical Center (CC),,2.0,,,False,,,,,False,False,,,,,,,,,,,2023-04-10 01:23:17.157764,2023-04-10 01:23:17.157764,NIH,,,,,
3938,NCT03140085,,2017-04-27,,,2019-03-20,2017-05-02,2017-05-04,Actual,,,,,,,2019-03-20,2019-03-21,Actual,"June 2, 2017",Actual,2017-06-02,March 2019,2019-03-31,"December 14, 2018",Actual,2018-12-14,"December 14, 2018",Actual,2018-12-14,,Interventional,,,Bacteriophages for Treating Urinary Tract Infections in Patients Undergoing Transurethral Resection of the Prostate,"Bacteriophages for Treating Urinary Tract Infections in Patients Undergoing Transurethral Resection of the Prostate: A Randomized, Placebo-controlled, Double-blind Clinical Trial",Completed,,Phase 2/Phase 3,97,Actual,Balgrist University Hospital,,3.0,,,False,,,,,False,False,,,,,,,,,,,2023-04-10 01:23:18.925223,2023-04-10 01:23:18.925223,OTHER,,,,,
3939,NCT03880539,,2019-03-11,,,2022-05-22,2019-03-14,2019-03-19,Actual,,,,,,,2022-05-22,2022-05-26,Actual,"June 25, 2019",Actual,2019-06-25,May 2022,2022-05-31,"November 18, 2021",Actual,2021-11-18,"November 18, 2021",Actual,2021-11-18,,Interventional,BEZLO,,Bezlotoxumab (BEZLO) In Addition To Standard Of Care (SOC) Vancomycin For The Treatment of Multi-Recurrent Clostridium Difficile Infection,Historically-controlled Clinical Trial of the Efficacy and Safety of Bezlotoxumab (BEZLO) in Addition to Standard of Care (SOC) Vancomycin for the Treatment of Multi-recurrent Clostridium Difficile Infection (CDI),Completed,,Phase 4,4,Actual,University of Kansas Medical Center,,1.0,,,False,,,,False,True,False,,,False,,,,,,,,2023-04-10 01:23:52.328853,2023-04-10 01:23:52.328853,OTHER,,,,,
3940,NCT01810328,,2013-03-11,,,2019-07-23,2013-03-11,2013-03-13,Estimate,,,,,,,2019-07-23,2019-07-24,Actual,October 2013,,2013-10-31,July 2019,2019-07-31,"July 23, 2019",Actual,2019-07-23,November 2016,Actual,2016-11-30,,Interventional,,,A Validation of a Genomics Based Prognostic in Severe Trauma,Validation of a Genomics Based Prognostic in Severe Trauma,Completed,,Not Applicable,120,Actual,University of Florida,,2.0,,,False,,,,False,False,False,,,,,,,,,,,2023-04-07 06:37:57.174907,2023-04-07 06:37:57.174907,OTHER,,,,,
3941,NCT02452528,,2015-05-15,2017-10-05,,2017-10-31,2015-05-21,2015-05-22,Estimate,2017-10-05,2017-11-01,Actual,,,,2017-10-31,2017-12-05,Actual,August 2015,,2015-08-31,October 2017,2017-10-31,December 2016,Actual,2016-12-31,December 2016,Actual,2016-12-31,,Interventional,,,Study of ARC-520 in Participants With Hepatitis B Virus e Antigen (HBeAg) Positive Chronic Hepatitis B Virus,"A Multicenter, Randomized, Double-blind, Placebo-controlled, Multi-dose Study to Determine the Depth of Hepatitis B Surface Antigen (HBsAg) Reduction Following Intravenous ARC-520 in Combination With Entecavir or Tenofovir in Patients With HBeAg Positive, Chronic Hepatitis B Virus (HBV) Infection",Terminated,,Phase 2,4,Actual,Arrowhead Pharmaceuticals,,2.0,,Company decision to discontinue trial,False,,,,True,,,,,,,,,,,,,2023-04-06 03:35:22.225346,2023-04-06 03:35:22.225346,INDUSTRY,,,,,
3942,NCT01810731,,2013-03-12,,,2014-04-08,2013-03-12,2013-03-13,Estimate,,,,,,,2014-04-08,2014-04-10,Estimate,April 2014,,2014-04-30,April 2014,2014-04-30,April 2014,Actual,2014-04-30,April 2014,Actual,2014-04-30,,Interventional,,,Safety and Immunogenicity Study of Influenza Vaccines in HIV-infected and HIV-uninfected Pregnant Women in Western Kenya,"A Double-Blind, Randomized, Controlled Trial to Evaluate the Safety, Immunogenicity, and Efficacy of Standard Dose Quadrivalent Inactivated Influenza Vaccine, and Double Dose Quadrivalent Inactivated Influenza Vaccine in HIV-Infected and HIV-Uninfected Pregnant Women in a Malaria-Endemic Area of Rural Western Kenya",Withdrawn,,Phase 2/Phase 3,0,Actual,Centers for Disease Control and Prevention,,3.0,,Scientific review positive from 3 manufacturers; internal committees did not support due to deploying new flu vaccines in HIV+ pregnant women in Kenya.,False,,,,True,,,,,,,,,,,,,2023-04-07 06:38:10.881525,2023-04-07 06:38:10.881525,FED,,,,,
3943,NCT03548779,,2018-05-24,,,2021-12-15,2018-06-06,2018-06-07,Actual,,,,,,,2021-12-15,2021-12-16,Actual,"September 28, 2018",Actual,2018-09-28,December 2021,2021-12-31,May 2023,Anticipated,2023-05-31,May 2023,Anticipated,2023-05-31,,Interventional,NCGENES2,,"North Carolina Genomic Evaluation by Next-generation Exome Sequencing, 2","North Carolina Genomic Evaluation by Next-generation Exome Sequencing, 2","Active, not recruiting",,Not Applicable,806,Actual,"University of North Carolina, Chapel Hill",,4.0,,,False,,,,False,False,True,,,,,,Data will be shared following study completion and publication of primary study results.,Described above. Access will be by study leadership permission and under an inter-institutional data sharing agreement where relevant,http://www.med.unc.edu/ncgenes,Yes,"This study will comply with NIH mandates to share genetic data via submission of raw genotype calls from whole exome sequencing to the database of Genotypes and Phenotypes (dbGaP). All data that is submitted to dbGaP, including individual participant data, is anonymous and includes demographic variables: age of onset, birthplace, sex, race, education level, age. Data is uploaded in batches to the dbGaP website.

Individual-level de-identified coded data will be available to investigators outside of the study team at the end of the study after publication of primary results. Investigators will apply for data by formal submission of a letter of intent that will be reviewed and approved by the study leadership. Investigators of approved projects will sign an inter-institution data sharing agreement (for investigators outside of the studies parent institution). The analytic data set will be shared with the investigator via a secure server restricted by password access.",2023-04-10 01:29:13.073527,2023-04-10 01:29:13.073527,OTHER,,,,,
3944,NCT05076253,,2021-10-08,,,2021-12-14,2021-10-12,2021-10-13,Actual,,,,,,,2021-12-14,2021-12-15,Actual,"September 1, 2021",Actual,2021-09-01,December 2021,2021-12-31,"December 1, 2021",Actual,2021-12-01,"December 1, 2021",Actual,2021-12-01,,Interventional,,,Efficacy of Ivermectin in COVID-19,"Efficacy and Safety of Ivermectin in Treatment of Mild to Moderate COVID-19 Infection: a Randomized ,Double Blind,Placebo,Controlled Trial",Completed,,Phase 1/Phase 2,72,Actual,Bangkok Metropolitan Administration Medical College and Vajira Hospital,,2.0,,,False,,,,True,False,False,,,,,,After publication,,,Yes,Data will be made available upon request after publication,2023-04-10 01:31:25.157493,2023-04-10 01:31:25.157493,OTHER_GOV,,,,,
3945,NCT01811407,,2013-02-14,,,2014-12-02,2013-03-12,2013-03-14,Estimate,,,,,,,2014-12-02,2014-12-03,Estimate,July 2013,,2013-07-31,December 2014,2014-12-31,April 2014,Actual,2014-04-30,April 2014,Actual,2014-04-30,,Interventional,,,Impacts of Public Announcements of Goals and Outcomes on Goal Completion (Commit to Steps),Impacts of Public Announcements of Goals and Outcomes on Goal Completion,Completed,,Not Applicable,165,Actual,University of Michigan,,3.0,,,False,,,,False,,,,,,,,,,,,,2023-04-07 06:38:32.247465,2023-04-07 06:38:32.247465,OTHER,,,,,
3946,NCT04533477,,2020-08-24,,,2022-08-09,2020-08-28,2020-08-31,Actual,,,,,,,2022-08-09,2022-08-10,Actual,"March 1, 2023",Anticipated,2023-03-01,August 2022,2022-08-31,"September 30, 2023",Anticipated,2023-09-30,"September 30, 2023",Anticipated,2023-09-30,,Interventional,,,Reconstructing Forked Corpus Spongiosum in Hypospadias Repair,Application and Efficacy of Reconstructing Forked Corpus Spongiosum in Hypospadias Repair,Not yet recruiting,,Not Applicable,260,Anticipated,Children's Hospital of Fudan University,,2.0,,,False,,,,,False,False,,,,,,,,,No,,2023-04-10 01:34:35.343118,2023-04-10 01:34:35.343118,OTHER,,,,,
3947,NCT03363529,,2017-11-16,,,2017-12-05,2017-12-05,2017-12-06,Actual,,,,,,,2017-12-05,2017-12-06,Actual,"November 16, 2017",Actual,2017-11-16,December 2017,2017-12-31,"December 15, 2018",Anticipated,2018-12-15,"July 15, 2018",Anticipated,2018-07-15,,Interventional,ROOM-LIGHT,,ROOM-LIGHT: Dynamic LED-light as Treatment for Depressed Patients in Inpatient Wards,ROOM-LIGHT: Dynamic LED-light as Treatment for Depressed Patients in Inpatient Wards: A Feasibility Trial,Unknown status,Recruiting,Not Applicable,15,Anticipated,Mental Health Centre Copenhagen,,2.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-04-10 02:29:30.890728,2023-04-10 02:29:30.890728,OTHER,,,,,
3948,NCT05389501,,2022-05-09,,,2022-05-19,2022-05-19,2022-05-25,Actual,,,,,,,2022-05-19,2022-05-25,Actual,"June 1, 2022",Anticipated,2022-06-01,May 2022,2022-05-31,"May 1, 2024",Anticipated,2024-05-01,"May 1, 2024",Anticipated,2024-05-01,,Interventional,,,Intervention to Improve Social Policy for Maternal and Child Health,Evidence Based Intervention to Improve Social Policy for Maternal and Child Health Using a Pre-Post Test Design,Recruiting,,Not Applicable,500,Anticipated,"Forman Christian College, Pakistan",,2.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-04-10 01:37:39.015790,2023-04-10 01:37:39.015790,OTHER,,,,,
3949,NCT05399797,,2022-05-07,,,2022-05-26,2022-05-26,2022-06-01,Actual,,,,,,,2022-05-26,2022-06-01,Actual,"March 21, 2022",Actual,2022-03-21,May 2022,2022-05-31,November 2022,Anticipated,2022-11-30,September 2022,Anticipated,2022-09-30,,Interventional,[UTI],,Management of Acute Uncomplicated UTIs in Adults by Community Pharmacists,Impact of Online Counselling Training For Pharmacists on The Management of Acute Uncomplicated Urinary Tract Infections in Adults; A Double-blind Randomized Controlled Trial,Recruiting,,Not Applicable,80,Anticipated,University of Ibadan,,2.0,,,False,,,,,False,False,,,,,,,,,No,,2023-04-10 01:37:42.028835,2023-04-10 01:37:42.028835,OTHER,,,,,
3950,NCT01812798,,2013-03-14,,,2020-06-02,2013-03-14,2013-03-18,Estimate,,,,,,,2020-06-02,2020-06-04,Actual,May 2013,,2013-05-31,May 2020,2020-05-31,September 2021,Anticipated,2021-09-30,September 2021,Anticipated,2021-09-30,,Interventional,,,Canadian Peanut Thresholds Study,Disease Management: Canadian Peanut Thresholds Study,Unknown status,"Active, not recruiting",Not Applicable,30,Anticipated,McMaster University,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-04-07 06:39:18.074302,2023-04-07 06:39:18.074302,OTHER,,,,,
3951,NCT02324933,,2014-12-19,,,2015-10-30,2014-12-19,2014-12-24,Estimate,,,,,,,2015-10-30,2015-11-01,Estimate,August 2014,,2014-08-31,October 2015,2015-10-31,,,,January 2016,Anticipated,2016-01-31,,Interventional,,,Post-Operative Pain Control in Opioid Tolerant Patients: Fentanyl Challenge Protocol Versus Standard of Care,Post-Operative Pain Control in Opioid Tolerant Patients: Fentanyl Challenge Protocol Versus Standard of Care,Withdrawn,,Phase 4,0,Actual,Bassett Healthcare,,2.0,,"insufficient population, unable to recruit",False,,,,False,,,,,,,,,,,,,2023-04-10 01:39:37.850739,2023-04-10 01:39:37.850739,OTHER,,,,,
3952,NCT03735589,,2018-11-07,,,2023-01-23,2018-11-07,2018-11-08,Actual,,,,,,,2023-01-23,2023-01-25,Actual,"June 15, 2023",Anticipated,2023-06-15,January 2023,2023-01-31,"June 1, 2025",Anticipated,2025-06-01,"June 1, 2025",Anticipated,2025-06-01,,Interventional,,,"Specialized Immune Cells (nCTLs) and a Vaccine (Alpha-type-1 Polarized Dendritic Cells) in Treating Patients With Stage II-IV Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",A Phase I/IIa Safety and Immunologic Efficacy Trial of Intraperitoneal Induction of CTLs Combined With Alpha-Dendritic Cell Vaccine for Primary Ovarian Cancer,Not yet recruiting,,Phase 1/Phase 2,18,Anticipated,Roswell Park Cancer Institute,,1.0,,,False,,,,True,True,False,,,True,,,,,,,,2023-04-10 01:39:41.016957,2023-04-10 01:39:41.016957,OTHER,,,,,
3953,NCT01813188,,2011-06-22,,,2017-03-29,2013-03-13,2013-03-18,Estimate,,,,,,,2017-03-29,2017-03-30,Actual,April 2011,,2011-04-30,March 2014,2014-03-31,June 2014,Actual,2014-06-30,December 2013,Actual,2013-12-31,,Interventional,,,Clinical Trial Based on the Use of Mononuclear Cells From Autologous Bone Marrow in Patients With Pseudoarthrosis,Phase II Clinical Trial of Tissue Engineering Based on the Use of Mononuclear Cells From Autologous Bone Marrow Seeded on Porous Tricalcium Phosphate Biomaterial in Patients With Pseudoarthrosis,Completed,,Phase 2,5,Actual,Fundacion para la Formacion e Investigacion Sanitarias de la Region de Murcia,,2.0,,,False,,,,True,,,,,,,,,,,,,2023-04-07 06:39:32.786755,2023-04-07 06:39:32.786755,OTHER,,,,,
3954,NCT02254408,,2014-09-29,2018-07-10,,2018-07-10,2014-09-29,2014-10-01,Estimate,2018-07-10,2018-08-06,Actual,,,,2018-07-10,2018-08-06,Actual,"January 23, 2015",Actual,2015-01-23,July 2018,2018-07-31,"July 14, 2017",Actual,2017-07-14,"July 14, 2017",Actual,2017-07-14,,Interventional,,Safety Analysis Set: participants who received at least 1 dose of study medication,Presatovir in Hematopoietic Cell Transplant Recipients With Respiratory Syncytial Virus Infection of the Upper Respiratory Tract,"A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Multi-Center Study Evaluating Antiviral Effects, Pharmacokinetics, Safety, and Tolerability of GS-5806 in Hematopoietic Cell Transplant (HCT) Recipients With Respiratory Syncytial Virus (RSV) Infection of the Upper Respiratory Tract",Completed,,Phase 2,189,Actual,Gilead Sciences,,2.0,,,False,,,,True,True,False,,,,,,,,,,,2023-04-10 01:41:56.483312,2023-04-10 01:41:56.483312,INDUSTRY,,,,,
3955,NCT03492203,,2016-12-24,,,2018-08-27,2018-04-02,2018-04-10,Actual,,,,,,,2018-08-27,2018-08-29,Actual,December 2016,,2016-12-31,August 2018,2018-08-31,January 2020,Anticipated,2020-01-31,July 2019,Anticipated,2019-07-31,,Interventional,RECORD,,Remote Cognitive Remediation for Depression,Remote Cognitive Remediation for Depression,Unknown status,Recruiting,Not Applicable,75,Anticipated,Queen's University,,3.0,,,False,,,,False,,,,,,,,,,,No,,2023-04-10 01:42:38.263107,2023-04-10 01:42:38.263107,OTHER,,,,,
3956,NCT03175380,,2017-04-17,,,2019-09-03,2017-06-02,2017-06-05,Actual,,,,,,,2019-09-03,2019-09-04,Actual,"August 8, 2017",Actual,2017-08-08,September 2019,2019-09-30,"January 10, 2019",Actual,2019-01-10,"January 10, 2019",Actual,2019-01-10,,Interventional,(A-051),,Biological Samples Obtained by Leukapheresis Induced by Two BCG Vaccinations in BCG-naïve Healthy Adults in the US,Collection and Storage of Biological Samples Obtained by Leukapheresis for the Future Study of Immune Responses Induced by Two BCG Vaccinations in BCG-naïve Healthy Adults in the US (A-051),Completed,,Early Phase 1,15,Actual,Aeras,,1.0,,,False,,,,False,True,False,,,,,,,,,No,,2023-04-06 03:37:22.696439,2023-04-06 03:37:22.696439,OTHER,,,,,
3957,NCT03131843,,2017-04-17,,,2017-05-01,2017-04-24,2017-04-27,Actual,,,,,,,2017-05-01,2017-05-02,Actual,"May 1, 2017",Actual,2017-05-01,May 2017,2017-05-31,December 2018,Anticipated,2018-12-31,December 2018,Anticipated,2018-12-31,,Interventional,,,Effectiveness of Alcohol Swabs for Preventing Infections During Vaccination,A Pilot Randomized Controlled Trial Assessing the Effectiveness of Alcohol Swabs in Preventing Infections in Pediatric Patients Receiving Vaccinations,Unknown status,Recruiting,Phase 3,170,Anticipated,University of Toronto,,2.0,,,False,,,,True,False,False,,,,,,,,,No,There is no plan to make IPD available to other researchers.,2023-04-10 01:43:51.722888,2023-04-10 01:43:51.722888,OTHER,,,,,
3958,NCT02455388,,2015-05-18,2018-05-30,,2019-02-05,2015-05-26,2015-05-27,Estimate,2018-07-26,2018-07-27,Actual,,,,2019-02-05,2019-02-26,Actual,April 2014,Actual,2014-04-30,February 2019,2019-02-28,February 2018,Actual,2018-02-28,July 2016,Actual,2016-07-31,,Interventional,,The baseline analysis population does not include 11 individuals who either voluntarily withdrew from the study or did not provide all fingerstick blood samples (Cross-sectional study).,d13C Added Sugar Intake Biomarker: Determining Validity in Children,d13C Added Sugar Intake Biomarker: Determining Validity in Children,Completed,,Not Applicable,370,Actual,Virginia Polytechnic Institute and State University,,3.0,,,False,,,,False,,,,,,,,,,,,,2023-04-10 01:44:47.407052,2023-04-10 01:44:47.407052,OTHER,,,,,
3959,NCT01813487,,2013-03-13,,,2013-12-26,2013-03-14,2013-03-19,Estimate,,,,,,,2013-12-26,2013-12-30,Estimate,February 2013,,2013-02-28,December 2013,2013-12-31,July 2013,Actual,2013-07-31,July 2013,Actual,2013-07-31,,Interventional,,,Study of the Immunogenicity and Efficacy of HBsAg Vaccine in Combination With Standard Antiviral Therapy With HB110E,Study of the Immunogenicity and Efficacy of HBsAg Vaccine in Combination With Standard Antiviral Therapy in Patients Who Have Been Treated With HB110E Hepatitis B DNA Vaccine,Completed,,Not Applicable,6,Actual,"Genexine, Inc.",,1.0,,,False,,,,False,,,,,,,,,,,,,2023-04-07 06:39:42.267557,2023-04-07 06:39:42.267557,INDUSTRY,,,,,
3960,NCT03485027,,2018-03-26,,,2018-04-02,2018-03-26,2018-04-02,Actual,,,,,,,2018-04-02,2018-04-03,Actual,"January 24, 2018",Actual,2018-01-24,January 2018,2018-01-31,"January 24, 2021",Anticipated,2021-01-24,"January 24, 2020",Anticipated,2020-01-24,,Interventional,,,Rechallenge of Prior Regimen in Third or Later-line Chemotherapy in Metastatic Colorectal Cancer,A Phase II Clinical Trial of Prior Regimen Rechallenge in Third or Later-line Chemotherapy for Patients With Metastatic Colorectal Cancer,Unknown status,Recruiting,Phase 2,42,Anticipated,Fudan University,,4.0,,,False,,,,,False,False,,,False,,,,,,Undecided,,2023-04-10 01:45:01.782264,2023-04-10 01:45:01.782264,OTHER,,,,,
3961,NCT04188574,,2019-09-16,,,2022-09-01,2019-12-03,2019-12-06,Actual,,,,,,,2022-09-01,2022-09-02,Actual,"March 22, 2021",Actual,2021-03-22,September 2022,2022-09-30,July 2023,Anticipated,2023-07-31,November 2022,Anticipated,2022-11-30,,Interventional,,,A Trial Involving Treatment of BB2603 in Subjects With Distal Subungual Onychomycosis of the Toenail,"A Multi-Centre, International, Randomised, Vehicle Controlled, Parallel-Group, Double-Blinded Phase 2 Trial of BB2603 Topical Treatment in Subjects With Distal Subungual Onychomycosis (DSO) of the Toenail","Active, not recruiting",,Phase 2,111,Actual,Blueberry Therapeutics,,4.0,,,False,,,,False,True,False,,,,,,,,,No,,2023-04-10 01:45:30.382081,2023-04-10 01:45:30.382081,INDUSTRY,,,,,
3962,NCT03483779,,2018-03-25,,,2018-04-25,2018-03-29,2018-03-30,Actual,,,,,,,2018-04-25,2018-04-27,Actual,"April 25, 2018",Anticipated,2018-04-25,February 2018,2018-02-28,"July 30, 2021",Anticipated,2021-07-30,"December 30, 2020",Anticipated,2020-12-30,,Interventional,,,Comparing Ginkgo Biloba Pills and Placebo in the Treatment of Coronary Heart Disease With Impaired Glucose Regulation,A Series of N-of-1 Trials of Comparing Ginkgo Biloba Pills and Placebo in the Treatment of Coronary Heart Disease With Impaired Glucose Regulation,Unknown status,Recruiting,Phase 4,12,Anticipated,Xiyuan Hospital of China Academy of Chinese Medical Sciences,,2.0,,,False,,,,,False,False,,,,,,,,,Undecided,,2023-04-10 01:45:38.612136,2023-04-10 01:45:38.612136,OTHER,,,,,
3963,NCT04884893,,2021-03-09,,,2021-12-09,2021-05-12,2021-05-13,Actual,,,,,,,2021-12-09,2021-12-10,Actual,"May 21, 2021",Actual,2021-05-21,March 2021,2021-03-31,"September 24, 2021",Actual,2021-09-24,"September 24, 2021",Actual,2021-09-24,,Interventional,HUMANOID,,Effect of Nitrous Oxide on EEG,"The Effect of Nitrous Oxide on EEG, a Randomized, Double-blinded Study",Completed,,Phase 1,20,Actual,Tampere University Hospital,,2.0,,,False,,,,False,False,False,,,False,,,,,,,,2023-04-10 01:46:47.171045,2023-04-10 01:46:47.171045,OTHER,,,,,
3964,NCT02135614,,2014-05-08,2018-03-27,2017-11-15,2018-08-24,2014-05-08,2014-05-12,Estimate,2018-05-10,2018-05-11,Actual,2017-11-15,2017-11-17,Actual,2018-08-24,2018-09-24,Actual,"June 9, 2014",Actual,2014-06-09,May 2018,2018-05-31,"April 12, 2017",Actual,2017-04-12,"March 27, 2017",Actual,2017-03-27,,Interventional,,Safety Analysis Set: all participants who received 1 dose of study drug.,"Efficacy, Pharmacokinetics, and Safety of Presatovir in Hospitalized Adults With Respiratory Syncytial Virus (RSV) Infection","A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Multi-Center Study Evaluating Antiviral Effects, Pharmacokinetics, Safety, and Tolerability of GS-5806 in Hospitalized Adults With Respiratory Syncytial Virus (RSV) Infection",Completed,,Phase 2,189,Actual,Gilead Sciences,,2.0,,,False,,,,True,True,False,,,,,,,,,,,2023-04-10 01:46:53.641851,2023-04-10 01:46:53.641851,INDUSTRY,,,,,
3965,NCT03067961,,2016-12-09,,,2021-12-09,2017-02-23,2017-03-01,Actual,,,,,,,2021-12-09,2021-12-10,Actual,"February 27, 2017",Actual,2017-02-27,December 2020,2020-12-31,"September 30, 2022",Anticipated,2022-09-30,"August 15, 2018",Actual,2018-08-15,,Interventional,TYGER,,Investigating Typhoid Fever Pathogenesis,"Investigating the Role of Typhoid Toxin in the Pathogenesis of Enteric Fever: A Double-blinded, Randomised, Outpatient Human Challenge Study.",Unknown status,"Active, not recruiting",Not Applicable,40,Anticipated,University of Oxford,,2.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-04-10 01:47:58.742212,2023-04-10 01:47:58.742212,OTHER,,,,,
3966,NCT03258905,,2017-08-16,,,2021-12-12,2017-08-22,2017-08-23,Actual,,,,,,,2021-12-12,2021-12-14,Actual,"November 1, 2019",Actual,2019-11-01,December 2021,2021-12-31,"September 3, 2020",Actual,2020-09-03,"September 3, 2020",Actual,2020-09-03,,Interventional,,,Phone App for Grounding,Phone App for Grounding (De-escalation) of Substance-abusing Transition-age Youth,Completed,,Phase 2,62,Actual,Treatment Innovations,,2.0,,,False,,,,False,False,False,,,,,,,,,No,,2023-04-10 01:48:36.810798,2023-04-10 01:48:36.810798,INDUSTRY,,,,,
3967,NCT05159141,,2021-04-01,,,2021-12-01,2021-12-01,2021-12-15,Actual,,,,,,,2021-12-01,2021-12-15,Actual,"January 1, 2022",Anticipated,2022-01-01,December 2021,2021-12-31,"December 30, 2024",Anticipated,2024-12-30,"December 30, 2024",Anticipated,2024-12-30,,Interventional,,,The Role of Circadian Rhythm in the Effect of Sleep Intervention on Obesity Prevention in Early Childhood,The Role of Circadian Rhythm in the Effect of Sleep Intervention on Obesity Prevention in Early Childhood,Not yet recruiting,,Not Applicable,480,Anticipated,Shanghai Jiao Tong University School of Medicine,,2.0,,,False,,,,True,False,False,,,,,,,,,No,not yet decided,2023-04-10 01:48:46.736182,2023-04-10 01:48:46.736182,OTHER,,,,,
