,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
4541,NCT04713735,,1/8/21,,,8/2/21,1/14/21,1/19/21,Actual,,,,,,,8/2/21,8/9/21,Actual,8-Feb-21,Actual,2/8/21,Aug-21,8/31/21,28-Feb-22,Anticipated,2/28/22,28-Feb-22,Anticipated,2/28/22,,Interventional,,,"Impact of Lactoferrin, a Dietary Supplement, vs. Placebo on Respiratory Tract Infections","A Randomized, Double-Blind, Placebo-Controlled, Study to Evaluate the Impact of Lactoferrin Dietary Supplementation on Respiratory Tract Infections in an Elderly Population","Active, not recruiting",,Not Applicable,76,Actual,Mead Johnson Nutrition,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,29:44.4,29:44.4
4542,NCT04712266,,1/12/21,,,1/14/21,1/14/21,1/15/21,Actual,,,,,,,1/14/21,1/15/21,Actual,15-Sep-20,Actual,9/15/20,Jan-21,1/31/21,10-Jan-21,Actual,1/10/21,15-Dec-20,Actual,12/15/20,,Interventional,,,A Trial to Investigate Hyperglycemic and Hypoglycemic Excursions in Subjects With Type 1 Diabetes,"A Randomized, Double-blinded Trial to Investigate Glycemic Excursions Following an Oral Mixed Meal Challenge in Subjects With Type 1 Diabetes When Concomitantly Treated With Insulin Alone or Co-administered Insulin and Glucagon",Completed,,Early Phase 1,15,Actual,Abvance Therapeutics,,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,FALSE,,,,,,No,,30:28.2,30:28.2
4543,NCT04705831,,1/7/21,,,1/8/21,1/8/21,1/12/21,Actual,,,,,,,1/8/21,1/12/21,Actual,30-Dec-20,Actual,12/30/20,Jan-21,1/31/21,Jan-22,Anticipated,1/31/22,Jan-22,Anticipated,1/31/22,,Interventional,,,Study to Evaluate the Benefit of RUCONEST in Improving Neurological Symptoms in Post COVID-19 Infection,"A Randomized, Double Blind, Placebo Controlled, Cross-Over, Proof-of-Concept Study to Evaluate the Benefit of RUCONEST (C1 Esterase Inhibitor [Recombinant]) in Improving Neurological Symptoms in Post-SARS-CoV-2 Infection",Recruiting,,Phase 4,40,Anticipated,IMMUNOe Research Centers,,2,,,FALSE,,,,TRUE,TRUE,FALSE,,,TRUE,,,,,,Undecided,,34:29.1,34:29.1
4544,NCT04705441,,1/8/21,,,7/9/21,1/8/21,1/12/21,Actual,,,,,,,7/9/21,7/12/21,Actual,19-May-21,Actual,5/19/21,Jul-21,7/31/21,Dec-24,Anticipated,12/31/24,Sep-24,Anticipated,9/30/24,,Interventional,SMART2,,Self-management for People With Epilepsy,Self-management for People With Epilepsy and a History of Negative Health Events (SMART): Targeting Rural and Underserved People With Epilepsy,Recruiting,,Not Applicable,160,Anticipated,University of Iowa,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,34:45.8,34:45.8
4545,NCT01728701,,11/6/12,,,5/12/17,11/13/12,11/20/12,Estimate,,,,,,,5/12/17,5/15/17,Actual,Sep-12,,9/30/12,May-14,5/31/14,Feb-14,Actual,2/28/14,Dec-13,Actual,12/31/13,,Interventional,,,Controlled Human Malaria Infection (CHMI) After Immunization With Cryopreserved Plasmodium Falciparum Sporozoites Under Chloroquine Prophylaxis,Controlled Human Malaria Infection (CHMI) After Immunization With Cryopreserved Plasmodium Falciparum Sporozoites Under Chloroquine Prophylaxis,Completed,,Phase 1,30,Actual,Sanaria Inc.,,4,,,FALSE,,,,TRUE,TRUE,FALSE,,,,,,,,,,,03:45.1,03:45.1
4546,NCT03027674,,1/13/17,,,1/19/17,1/19/17,1/23/17,Estimate,,,,,,,1/19/17,1/23/17,Estimate,Aug-16,,8/31/16,Jan-17,1/31/17,Aug-16,Actual,8/31/16,Aug-16,Actual,8/31/16,,Interventional,,,Topical 10 % Nifedipine Versus 5% Sildenafil in Secondary Raynaud,"""Color Doppler Ultrasound Comparison of Topical 10 % Nifedipine Versus 5% Sildenafil in Secondary Raynaud: A Randomized, Double-blind, Placebo-controlled Pilot Study""",Completed,,Early Phase 1,10,Actual,Pontificia Universidad Catolica de Chile,,2,,,FALSE,,,,TRUE,,,,,,,,,,,No,,29:03.4,29:03.4
4547,NCT04700254,,1/6/21,,,1/22/21,1/6/21,1/7/21,Actual,,,,,,,1/22/21,1/25/21,Actual,28-Dec-20,Actual,12/28/20,Jan-21,1/31/21,11-Jan-21,Actual,1/11/21,11-Jan-21,Actual,1/11/21,,Observational,,,"Anxiety, Depression and Eating Attitudes of Diabetes Mellitus Patients During COVID-19 Lockdown in Greece","The Effect of COVID-19 National Lockdown on People With Diabetes Mellitus Regarding Their Anxiety, Depression and Eating Attitudes, in Relation to Adjusted Work and Family Conditions",Completed,,,150,Actual,"Chania General Hospital ""St. George""",,,3,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,contact via e-mail,37:27.2,37:27.2
4548,NCT01730105,,11/17/12,,,5/11/18,11/17/12,11/21/12,Estimate,,,,,,,5/11/18,5/14/18,Actual,17-Nov-12,,11/17/12,10-May-18,5/10/18,10-May-18,Actual,5/10/18,24-Jun-14,Actual,6/24/14,,Observational,,,Chronic Cold Exposure and Energy Metabolism in Humans,Impact of Chronic Cold Exposure on Energy Metabolism in Humans,Completed,,,7,Actual,National Institutes of Health Clinical Center (CC),,,,,FALSE,,,,,,,,,,,,,,,,,04:45.3,04:45.3
4549,NCT01730352,,11/15/12,,,11/20/12,11/20/12,11/21/12,Estimate,,,,,,,11/20/12,11/21/12,Estimate,Oct-08,,10/31/08,Nov-12,11/30/12,Mar-12,Actual,3/31/12,May-11,Actual,5/31/11,,Interventional,,,Helicobacter Pylori Treatment in Immune Thrombocytopenic Purpura (ITP) Patients,Helicobacter Pylori Infection and Chronic Immune Thrombocytopenic Purpura in Children and Adolescents - A Randomized Controlled Trial,Completed,,Phase 2/Phase 3,100,Actual,Federal University of São Paulo,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,04:55.8,04:55.8
4550,NCT01730716,,11/6/12,,,4/16/15,11/20/12,11/21/12,Estimate,,,,,,,4/16/15,4/20/15,Estimate,May-13,,5/31/13,May-13,5/31/13,Nov-16,Anticipated,11/30/16,Dec-15,Anticipated,12/31/15,,Interventional,,,Dose Escalation and Safety Study of Human Spinal Cord Derived Neural Stem Cell Transplantation for the Treatment of Amyotrophic Lateral Sclerosis,"A Phase II, Open-label, Dose Escalation and Safety Study of Human Spinal Cord Derived Neural Stem Cell Transplantation for the Treatment of Amyotrophic Lateral Sclerosis",Unknown status,"Active, not recruiting",Phase 2,18,Anticipated,Neuralstem Inc.,,1,,,FALSE,,,,TRUE,,,,,,,,,,,,,05:13.0,05:13.0
4551,NCT04696770,,1/4/21,,,1/5/21,1/4/21,1/6/21,Actual,,,,,,,1/5/21,1/7/21,Actual,1-Apr-19,Actual,4/1/19,Jan-21,1/31/21,1-Mar-20,Actual,3/1/20,1-Mar-20,Actual,3/1/20,,Interventional,,,Mindful Kangaroo Care: Mindfulness Intervention for Mothers During Skin-to-skin Care,Mindful Kangaroo Care: Mindfulness Intervention for Mothers During Skin-to-skin Care,Completed,,Not Applicable,32,Actual,University of Alberta,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,39:11.6,39:11.6
4552,NCT01731366,,11/15/12,,,9/1/14,11/20/12,11/21/12,Estimate,,,,,,,9/1/14,9/3/14,Estimate,Aug-12,,8/31/12,Sep-14,9/30/14,Dec-15,Anticipated,12/31/15,Feb-14,Actual,2/28/14,,Interventional,3G,,The Effect of Whole Grain on Gut Microbiome and Metabolic Health,"Gut, Grain and Greens (3G): The Effect of Wholegrain on Gut Microbiome and Metabolic Health",Unknown status,"Active, not recruiting",Not Applicable,60,Anticipated,University of Copenhagen,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,05:39.5,05:39.5
4553,NCT01731392,,11/16/12,,,12/11/13,11/16/12,11/21/12,Estimate,,,,,,,12/11/13,12/12/13,Estimate,Nov-12,,11/30/12,Dec-13,12/31/13,Jun-13,Actual,6/30/13,Jun-13,Actual,6/30/13,,Interventional,,,Children Immune Functions(2),"A Randomized, Double-blind, Placebo-controlled Study to Investigate the Effect of Milk-based Formulas on Infections and Immune Functions in Healthy Children",Completed,,Not Applicable,604,Actual,Nestlé,,3,,,FALSE,,,,FALSE,,,,,,,,,,,,,05:41.2,05:41.2
4554,NCT01731821,,11/10/12,,,12/2/14,11/17/12,11/22/12,Estimate,,,,,,,12/2/14,12/4/14,Estimate,Oct-12,,10/31/12,Dec-14,12/31/14,Oct-14,Actual,10/31/14,Jun-14,Actual,6/30/14,,Interventional,,,Nonstented Stump-closed vs Duct-to-Mucosa Pancreaticojejunostomy After Pancreaticoduodenectomy,A Prospective Randomized Clinical Trial of Two Surgical Techniques for Pancreaticojejunostomy in Patients Undergoing Pancreaticoduodenectomy: Nonstented Stump-closed vs Duct-to-Mucosa Pancreaticojejunostomy,Completed,,Phase 3,308,Actual,Fudan University,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,06:03.7,06:03.7
4555,NCT04695158,,1/2/21,,,2/9/21,1/2/21,1/5/21,Actual,,,,,,,2/9/21,2/11/21,Actual,6-Jan-21,Actual,1/6/21,Feb-21,2/28/21,Mar-21,Anticipated,3/31/21,Feb-21,Anticipated,2/28/21,,Observational,,,Blood Sample Measurements and Physical Activity Levels in Type II Diabetes and/or COVID-19,"Determination of Hemoglobin A1c, Lipid Profiles, Homocysteine, Oxidative Stress Parameters and Physical Activity Levels in Patients With Type II Diabetes and/or COVID-19",Recruiting,,,60,Anticipated,Izmir Bakircay University,,,3,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,40:07.3,40:07.3
4556,NCT04694703,,1/3/21,,,9/14/21,1/3/21,1/5/21,Actual,,,,,,,9/14/21,9/16/21,Actual,6-Jan-21,Actual,1/6/21,Sep-21,9/30/21,29-Aug-21,Actual,8/29/21,15-Jul-21,Actual,7/15/21,,Observational,,,"Changing of Trace Element, Homocysteine, Oxidative Stress Parameters and Physical Activity Levels in Covid-19","Changing of Trace Element, Homocysteine, Oxidative Stress Parameters and Physical Activity Levels in Patients Diagnosed With COVID-19 Before and After COVID-19 Treatment",Completed,,,15,Actual,Izmir Bakircay University,,,1,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,40:23.8,40:23.8
4557,NCT02070263,,8/8/13,,,1/9/19,2/21/14,2/25/14,Estimate,,,,,,,1/9/19,1/10/19,Actual,Apr-09,,4/30/09,Jan-19,1/31/19,Dec-20,Anticipated,12/31/20,Dec-20,Anticipated,12/31/20,,Observational,,,Mixed Tree Nut Food Challenges,Mixed Tree Nut Food Challenges,Unknown status,Enrolling by invitation,,100,Anticipated,Arkansas Children's Hospital Research Institute,,,,,FALSE,,,,FALSE,,,,,,,,,,,Undecided,Data has not been analyzed at thistime,56:22.5,56:22.5
4558,NCT04693923,,12/21/20,,,12/30/20,12/30/20,1/5/21,Actual,,,,,,,12/30/20,1/5/21,Actual,1-Feb-21,Anticipated,2/1/21,Dec-20,12/31/20,1-Sep-23,Anticipated,9/1/23,1-Jun-23,Anticipated,6/1/23,,Interventional,AUSTRALIS,,Capillary Refill Time Response to a Rapid Fluid Challenge in Septic Shock Patients,"Capillary Refill Time Response to a Rapid Fluid Challenge in Septic Shock Patients: Pathophysiological Determinants, and Relation to Changes in Systemic, Regional and Microcirculatory Blood Flow",Not yet recruiting,,Not Applicable,42,Anticipated,Pontificia Universidad Catolica de Chile,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,6 months after completing recruitment,Formal request from investigators,,Yes,Will be available on a website 6 months after completing recruitment,41:00.3,41:00.3
4559,NCT01732653,,11/5/12,,,4/17/16,11/19/12,11/26/12,Estimate,,,,,,,4/17/16,4/19/16,Estimate,Nov-12,,11/30/12,Apr-16,4/30/16,Dec-15,Actual,12/31/15,Apr-15,Actual,4/30/15,,Interventional,VTIME,,A Treadmill Training Program Augmented by Virtual Reality to Decrease Fall Risk in Older Adults,"V-TIME: A Treadmill Training Program Augmented by Virtual Reality to Decrease Fall Risk in Older Adults, Patients With Parkinson's Disease and Individuals With Mild Cognitive Impairments",Completed,,Not Applicable,302,Actual,Tel-Aviv Sourasky Medical Center,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,06:41.2,06:41.2
4560,NCT04691908,,12/21/20,,,7/23/21,12/29/20,12/31/20,Actual,,,,,,,7/23/21,7/26/21,Actual,25-Dec-20,Actual,12/25/20,Dec-20,12/31/20,11-Jul-21,Actual,7/11/21,26-Apr-21,Actual,4/26/21,,Interventional,,,"Immunogenicity, Efficacy and Safety of QazCovid-in® COVID-19 Vaccine","Multicenter, Randomized, Blind, Placebo-controlled Clinical Study of III Phase on Assessment of Preventive Efficiency, Safety and Immunogenicity QazCovid-in®-Vaccine Against COVID-19 in Healthy Adult Volunteers",Completed,,Phase 3,3000,Actual,Research Institute for Biological Safety Problems,,2,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,No,,42:03.3,42:03.3
4561,NCT04691726,,12/21/20,,,12/29/20,12/29/20,12/31/20,Actual,,,,,,,12/29/20,12/31/20,Actual,29-Jan-19,Actual,1/29/19,Dec-20,12/31/20,Feb-22,Anticipated,2/28/22,Jan-22,Anticipated,1/31/22,,Interventional,,,Impact of Intra- and Postoperative Continuous Infusion of Lidocaine on Analgesia in Vascular Anaesthesia,"Randomized, Double-blind, Placebo-controlled Single-centre Clinical Trial Evaluating Efficacy and Safety of Intraoperative and Postoperative Continuous Lidocaine Infusion in High Cardiac Risk Vascular Surgery",Suspended,,Phase 4,150,Anticipated,Medical University of Silesia,,2,,Pandemia of the Covid-19,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,42:04.5,42:04.5
4562,NCT04691609,,9/21/20,,,12/29/20,12/29/20,12/31/20,Actual,,,,,,,12/29/20,12/31/20,Actual,1-Mar-20,Actual,3/1/20,Dec-20,12/31/20,Sep-23,Anticipated,9/30/23,Mar-23,Anticipated,3/31/23,,Observational,,,Assiut University Registry for ACS Patients During COVID-19 Pandemic,Assiut University Registry for ACS Patients During COVID-19 Pandemic,Recruiting,,,2500,Anticipated,Assiut University,,,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,42:17.6,42:17.6
4563,NCT01735006,,11/18/12,,,2/21/20,11/23/12,11/28/12,Estimate,,,,,,,2/21/20,2/24/20,Actual,22-Nov-12,Actual,11/22/12,Feb-20,2/29/20,18-Oct-19,Actual,10/18/19,1-Aug-19,Actual,8/1/19,,Interventional,,,Efficacy and Immunogenicity Study of Recombinant Human Papillomavirus Bivalent（Type 16/18 ）Vaccine,"A Phase III Multicenter, Randomized, Double-Blind, Placebo(Hepatitis E Vaccine)Controlled Study to Evaluate the Efficacy, Immunogenicity and Safety of a Recombinant(E.Coli)Human Papillomavirus Bivalent Vaccine in Healthy Women",Completed,,Phase 3,7372,Actual,Xiamen University,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,08:27.7,08:27.7
4564,NCT01735084,,11/15/12,,,3/23/20,11/22/12,11/28/12,Estimate,,,,,,,3/23/20,3/25/20,Actual,12-Mar-13,Actual,3/12/13,Mar-20,3/31/20,3-Oct-19,Actual,10/3/19,14-Feb-19,Actual,2/14/19,,Interventional,PREV-IX_B,,Using Pneumococcal Vaccines in Combination for Maximum Protection From Ear and Lung Infections in First 3 Years of Life,Pneumococcal Conjugate Vaccine (PCV) Schedules for the Northern Territory (NT): Randomised Controlled Trial of Booster Vaccines to Broaden and Strengthen Protection From Invasive and Mucosal Infections.,Completed,,Phase 4,261,Actual,Menzies School of Health Research,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,08:34.2,08:34.2
4565,NCT04684641,,12/18/20,,,10/6/21,12/22/20,12/24/20,Actual,,,,,,,10/6/21,10/8/21,Actual,29-Mar-21,Actual,3/29/21,Oct-21,10/31/21,Dec-22,Anticipated,12/31/22,Sep-22,Anticipated,9/30/22,,Interventional,,,CYstic Fibrosis bacterioPHage Study at Yale (CYPHY),"CYstic Fibrosis bacterioPHage Study at Yale (CYPHY): A Single-site, Randomized, Double-blind, Placebo-controlled Study of Bacteriophage Therapy YPT-01 for Pseudomonas Aeruginosa Infections in Adults With Cystic Fibrosis",Recruiting,,Phase 1/Phase 2,36,Anticipated,Yale University,,2,,,FALSE,,,,TRUE,TRUE,FALSE,,,,,,,,,,,46:24.4,46:24.4
4566,NCT04684550,,12/21/20,,,12/24/20,12/23/20,12/24/20,Actual,,,,,,,12/24/20,12/28/20,Actual,15-Feb-21,Anticipated,2/15/21,Dec-20,12/31/20,15-Aug-21,Anticipated,8/15/21,15-Jun-21,Anticipated,6/15/21,,Interventional,,,Use of Hypochlorous Acid as Prophylaxis in Health Personnel at High Risk of Infection by SARS-CoV 2 (COVID19),Randomized Controlled Clinical Study (RCT) Phase 3 of the Safety and Efficacy of Hypochlorous Acid in the Prophylaxis of Healthcare Personnel at High Risk of Infection by SARS-CoV2 (COVID19) Versus Placebo,Not yet recruiting,,Phase 2/Phase 3,556,Anticipated,Hospital Universitario San Ignacio,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,46:32.8,46:32.8
4567,NCT02070809,,2/22/14,,,2/13/19,2/22/14,2/25/14,Estimate,,,,,,,2/13/19,2/15/19,Actual,Dec-13,Actual,12/31/13,Feb-19,2/28/19,Oct-23,Anticipated,10/31/23,Dec-20,Anticipated,12/31/20,,Interventional,,,Rapid Construction of Tissue-engineered Skin for Repairing Wounds,Multicenter Clinical Randomized Controlled Trials on Rapid Construction of Tissue-engineered Skin for Repairing Wounds,Recruiting,,Not Applicable,386,Anticipated,"First Affiliated Hospital, Sun Yat-Sen University",,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,56:59.6,56:59.6
4568,NCT04682093,,12/22/20,,,12/23/20,12/22/20,12/23/20,Actual,,,,,,,12/23/20,12/24/20,Actual,9-Mar-20,Actual,3/9/20,Dec-20,12/31/20,28-Feb-21,Anticipated,2/28/21,31-Jan-21,Anticipated,1/31/21,,Observational,EUROCOV,,Risk Stratification of Patients With Suspected COVID-19 Presenting to the ED,Risk Stratification of Patients With Suspected COVID-19 Presenting to the ED (EUROCOV Study),Enrolling by invitation,,,8000,Anticipated,European Society for Emergency Medicine (EUSEM) Research Network,,,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,47:55.0,47:55.0
4569,NCT04679831,,12/18/20,,,12/22/20,12/18/20,12/22/20,Actual,,,,,,,12/22/20,12/24/20,Actual,4-Jan-21,Anticipated,1/4/21,Dec-20,12/31/20,30-Apr-21,Anticipated,4/30/21,31-Mar-21,Anticipated,3/31/21,,Interventional,,,Clinical Evaluation of Ujiplus® Against Schistosoma Mansoni,"Clinical Evaluation of Ujiplus®, a Porridge Snack With Deworming Properties for Activity Against Schistosoma Mansoni",Not yet recruiting,,Phase 2/Phase 3,360,Anticipated,Kenya Medical Research Institute,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,Starting September 2021,Publication,,Yes,All IPD that underlie results in a publication,49:11.8,49:11.8
4570,NCT04679649,,11/16/20,,,10/4/21,12/17/20,12/22/20,Actual,,,,,,,10/4/21,10/5/21,Actual,1-Jun-21,Actual,6/1/21,Oct-21,10/31/21,30-May-23,Anticipated,5/30/23,30-Nov-22,Anticipated,11/30/22,,Interventional,PaxSpA,,Physiotherapy of Axial Spondyloarthritis,Physiotherapy of Axial Spondyloarthritis - PaxSpA Trial A: Manual Spinal Mobilisation in Patients With Axial Spondyloarthritis,Recruiting,,Not Applicable,70,Anticipated,Royal United Hospitals Bath NHS Foundation Trust,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,Study Protocol and Consent form become available once recruitment has started. Clinical Study report becomes available on study conclusion.,request access through Dr Raj Sengupta,,Yes,"Dr Sengupta has established a national and international panel of collaborators in the field of axial spondyloarthritis. We will therefore try to maintain our links with other experts in the field who are conducting cutting edge research in axSpA. Thus, the data collected as part of this study may be used in further research.

Anonymised data may be shared with other researchers investigating non-pharmaceutical therapies in spondyloarthropathy.

Requests for data would be evaluated on the basis of the research objectives of the intended project and any conflict of interests involved. If approved, recipients of data must forward copies of their protocol and ethics approval if appropriate to Dr Sengupta and the sponsor (RUH Bath NHS Foundation Trust Rheumatology service based at the RNHRD).",49:16.3,49:16.3
4571,NCT04567069,,9/23/20,,,9/25/20,9/25/20,9/28/20,Actual,,,,,,,9/25/20,9/28/20,Actual,Sep-20,Anticipated,9/30/20,Sep-20,9/30/20,Jun-22,Anticipated,6/30/22,Dec-21,Anticipated,12/31/21,,Interventional,,,Safety and Efficacy Study for MG-7-DC Vaccine in Gastric Cancer Treatment,Phase I/II Study of DC Vaccine Targeting MG-7 Antigen to Treat Gastric Cancer,Recruiting,,Phase 1/Phase 2,45,Anticipated,The Second Hospital of Shandong University,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,59:20.4,59:20.4
4572,NCT03057249,,2/15/17,,,4/16/19,2/15/17,2/20/17,Actual,,,,,,,4/16/19,4/18/19,Actual,1-Jan-13,Actual,1/1/13,Feb-17,2/28/17,1-Jan-19,Actual,1/1/19,16-Nov-18,Actual,11/16/18,,Observational,DIRTSURGERY,,Skin Perfusion After Abdominal Surgery,The Impact of a Selected Surgical Procedure on Skin Blood Perfusion of the Abdominal Wall Evaluated by Dynamic Infrared Thermography (DIRT),Completed,,,60,Actual,University Hospital of North Norway,,,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,The study is based on qualitative evaluation of individual thermographic images that are not suitable for public sharing,03:49.7,03:49.7
4573,NCT04676763,,12/15/20,,,8/2/21,12/15/20,12/21/20,Actual,,,,,,,8/2/21,8/3/21,Actual,2-Mar-21,Actual,3/2/21,Aug-21,8/31/21,21-Jul-21,Actual,7/21/21,21-Jul-21,Actual,7/21/21,,Interventional,,,Substance P Challenge in Healthy Participants,"An Open Label, Single Centre, Enabling Study to Investigate the Optimum Method for Use of Intradermal Substance P as a Challenge Agent in Healthy Participants",Completed,,Not Applicable,37,Actual,GlaxoSmithKline,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,"IPD will be made available within 6 months of publishing the results of the primary endpoints, key secondary endpoints and safety data of the study.","Access is provided after a research proposal is submitted and has received approval from the Independent Review Panel and after a Data Sharing Agreement is in place. Access is provided for an initial period of 12 months but an extension can be granted, when justified, for up to another 12 months.",http://clinicalstudydatarequest.com,Yes,IPD for this study will be made available via the Clinical Study Data Request site.,50:58.7,50:58.7
4574,NCT04675385,,12/8/20,,,12/14/20,12/14/20,12/19/20,Actual,,,,,,,12/14/20,12/19/20,Actual,21-Jun-19,Actual,6/21/19,Dec-20,12/31/20,31-Jul-20,Actual,7/31/20,21-Sep-19,Actual,9/21/19,,Interventional,,,Hyaluronic Acid 0.2% Application Enhanced Chronic Periodontitis Treatment in Non-surgical Phase,Hyaluronic Acid 0.2% Application Enhanced Chronic Periodontitis Treatment in Non-surgical Phase,Completed,,Phase 4,28,Actual,University of Medicine and Pharmacy at Ho Chi Minh City,,,,,FALSE,,,,,TRUE,FALSE,,,TRUE,,,,,,No,,51:48.1,51:48.1
4575,NCT04674176,,10/22/20,,,12/13/20,12/13/20,12/19/20,Actual,,,,,,,12/13/20,12/19/20,Actual,1-Jan-21,Anticipated,1/1/21,Dec-20,12/31/20,1-Jan-22,Anticipated,1/1/22,1-Jan-22,Anticipated,1/1/22,,Interventional,,,Weight Loss Benefits of Rifaximin in an Intermittent Fasting Diet,The Potential Weight Loss Benefits of Rifaximin in an Intermittent Fasting Diet,Not yet recruiting,,Phase 4,30,Anticipated,Bayhealth Medical Center,,2,,,FALSE,,,,,TRUE,FALSE,,,,,,,,,No,,52:19.8,52:19.8
4576,NCT01738386,,11/28/12,,,7/25/18,11/28/12,11/30/12,Estimate,,,,,,,7/25/18,7/26/18,Actual,13-Jun-12,,6/13/12,24-Feb-16,2/24/16,24-Feb-16,,2/24/16,,,,,Observational,,,Living With Frontotemporal Dementia,Challenges of Living With Frontotemporal Dementia: The Perspective of the Affected Individual,Terminated,,,16,Actual,National Institutes of Health Clinical Center (CC),,,,,FALSE,,,,,,,,,,,,,,,,,11:01.4,11:01.4
4577,NCT01739036,,11/28/12,,,11/8/13,11/29/12,11/30/12,Estimate,,,,,,,11/8/13,11/11/13,Estimate,Jan-13,,1/31/13,Nov-13,11/30/13,Oct-13,Actual,10/31/13,Oct-13,Actual,10/31/13,,Interventional,,,"A Phase I/IIa Sporozoite Challenge Study to Assess the Efficacy of Candidate Combination Malaria Vaccine Approaches Using the ChAd63 and MVA Vectors Encoding the Antigens ME-TRAP, CS and AMA1","A Phase I/IIa Sporozoite Challenge Study to Assess the Efficacy of Candidate Combination Malaria Vaccine Approaches Using the ChAd63 and MVA Vectors Encoding the Antigens ME-TRAP, CS and AMA1",Completed,,Phase 1/Phase 2,48,Actual,University of Oxford,,4,,,FALSE,,,,FALSE,,,,,,,,,,,,,11:38.7,11:38.7
4578,NCT01739179,,11/27/12,,,12/17/12,11/27/12,12/3/12,Estimate,,,,,,,12/17/12,12/18/12,Estimate,Mar-07,,3/31/07,Dec-12,12/31/12,Mar-12,Actual,3/31/12,Feb-12,Actual,2/29/12,,Observational,,,Keyhole Surgery for the Positioning of the Distal Catheter in Ventricular Peritoneal Shunt Placement,"Laparoscopically Assisted Ventriculoperitoneal Shunt Placement: A Prospective, Randomized Two-arm Study",Completed,,,120,Actual,"University Hospital Inselspital, Berne",,,2,,FALSE,,,,FALSE,,,,,,,,,,,,,11:46.3,11:46.3
4579,NCT01739205,,11/27/12,,,11/30/12,11/30/12,12/3/12,Estimate,,,,,,,11/30/12,12/3/12,Estimate,Jan-08,,1/31/08,Nov-12,11/30/12,Nov-11,Actual,11/30/11,Nov-11,Actual,11/30/11,,Interventional,CALM-D,,Biobehavioral Bases & Management of Type 2 Diabetes,Biobehavioral Bases & Management of Type 2 Diabetes,Completed,,Not Applicable,114,Actual,University of Miami,,1,,,FALSE,,,,FALSE,,,,,,,,,,,,,11:47.6,11:47.6
4580,NCT04669912,,12/7/20,,,2/1/21,12/15/20,12/17/20,Actual,,,,,,,2/1/21,2/2/21,Actual,15-Jan-21,Actual,1/15/21,Feb-21,2/28/21,22-Jan-21,Actual,1/22/21,22-Jan-21,Actual,1/22/21,,Observational,COVIDIABADO,,COVID-19 Pandemic Lockdown Effect in Adolescents and Young Adults With Type 1 Diabetes: Positive Results of an Unpreceded Challenge for Telemedicine and Patient Self-management,Observational Study of Glycemic Control and Self-management of Young People (Aged 13 to 25 Years ) With Type 1 Diabetes During COVID-19 Lockdown.,Completed,,,77,Actual,Centre Hospitalier Sud Francilien,,,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,55:01.8,55:01.8
